"" "gene_symbol"
"FBgn0035247" "metl"
"FBgn0264437" "lncRNA:CR43855"
"FBti0059666" ""
"FBti0019850" ""
"FBgn0041231" "Gr68a"
"FBgn0034383" "CG17821"
"FBti0062718" ""
"FBgn0013694" "mt:tRNA:Gly-TCC"
"FBgn0286818" "Pdi"
"FBti0063451" ""
"FBgn0051627" "CG31627"
"FBgn0086045" "snoRNA:Me18S-A627"
"FBti0020141" ""
"FBgn0010223" "Galphaf"
"FBti0059726" ""
"FBgn0010315" "CycD"
"FBgn0045866" "bai"
"FBgn0035689" "CG7376"
"FBti0061729" ""
"FBti0061986" ""
"FBti0019534" ""
"FBgn0010516" "wal"
"FBgn0030795" "ppk28"
"FBgn0085198" "CG34169"
"FBgn0050201" "tRNA:Ser-TGA-1-1"
"FBgn0035393" "CG16753"
"FBgn0030566" "betaNACtes4"
"FBgn0029686" "Glos"
"FBgn0267678" "lncRNA:CR46014"
"RR48383_transposable_element" ""
"FBgn0038053" "CG18549"
"FBti0061483" ""
"FBgn0035026" "Fcp1"
"FBgn0002732" "E(spl)malpha-BFM"
"FBtr0472812_df_nrg" ""
"FBgn0065046" "snoRNA:U3:9B"
"FBti0061043" ""
"FBti0061894" ""
"FBgn0014019" "Rh5"
"FBgn0034371" "Ntan1"
"FBgn0266756" "btsz"
"FBgn0035468" "Gr63a"
"FBgn0033388" "CG8046"
"FBgn0050183" "CG30183"
"FBgn0025777" "homer"
"FBgn0037756" "CG8507"
"FBgn0050020" "CG30020"
"FBgn0051148" "Gba1a"
"FBgn0037265" "spartin"
"FBgn0005638" "slbo"
"FBgn0052590" "CG32590"
"FBti0060325" ""
"FBgn0039326" "CG10562"
"FBgn0052405" "Cpr65Av"
"FBgn0052369" "CG32369"
"FBti0020045" ""
"FBti0061464" ""
"FBgn0031514" "OtopLb"
"FBti0062428" ""
"FBgn0010383" "Cyp18a1"
"FBgn0036262" "CG6910"
"FBgn0036292" "CG10646"
"FBgn0058002" "ND-AGGG"
"FBgn0010105" "comm"
"FBgn0022382" "Pka-R2"
"FBgn0039041" "CG13838"
"FBgn0036500" "CG7275"
"FBgn0050156" "CG30156"
"FBgn0000303" "ChAT"
"FBgn0052034" "tRNA:Thr-AGT-3-1Psi"
"FBgn0263767" "lncRNA:CR43684"
"FBgn0263576" "mir-4919"
"FBgn0036870" "CG14095"
"FBtr0445496_df_nrg" ""
"FBgn0033815" "CG4676"
"FBti0060576" ""
"FBti0060483" ""
"FBgn0029879" "APC7"
"FBgn0265487" "mbl"
"FBgn0015218" "eIF4E1"
"FBti0062067" ""
"FBti0019700" ""
"FBgn0034943" "Fmo-1"
"FBgn0000003" "7SLRNA:CR32864"
"FBti0060806" ""
"FBgn0259957" "CG42467"
"FBti0062545" ""
"FBgn0085422" "CG34393"
"FBgn0085300" "Cpr65Ay"
"FBti0060849" ""
"FBgn0051342" "CG31342"
"FBgn0027107" "Inx6"
"FBgn0012009" "tRNA:Val-AAC-2-4"
"FBgn0259963" "Sfp33A2"
"FBti0019394" ""
"FBgn0267760" "asRNA:CR46091"
"FBgn0037251" "CG9804"
"FBgn0267286" "lncRNA:CR45722"
"FBgn0004654" "Pgd"
"FBgn0013810" "Dhc36C"
"FBgn0032452" "CG15484"
"FBgn0263381" "asRNA:CR43433"
"FBti0019754" ""
"FBgn0262825" "lncRNA:CR43196"
"FBgn0264486" "CG43894"
"FBgn0039800" "Npc2g"
"FBti0059865" ""
"FBti0061113" ""
"FBgn0028943" "CG15638"
"FBti0060790" ""
"FBgn0266564" "lncRNA:CR45103"
"RR48385_transposable_element" ""
"FBti0060812" ""
"FBti0060853" ""
"FBgn0262801" "twr"
"FBgn0266938" "lncRNA:CR45389"
"FBgn0033486" "dmpd"
"FBgn0266857" "lncRNA:CR45318"
"FBgn0036287" "CG10663"
"FBgn0265177" "CG44242"
"FBgn0275434" "asRNA:CR46266"
"FBgn0050316" "tRNA:Arg-ACG-1-4"
"FBti0059908" ""
"FBgn0266812" "lncRNA:CR45274"
"FBgn0265376" "lncRNA:CR44317"
"FBgn0284411" "lncRNA:TS3"
"FBgn0053487" "CR33487"
"FBgn0037206" "CG12768"
"FBgn0267253" "CG32700"
"FBgn0267106" "CG45546"
"FBtr0304376_df_nrg" ""
"FBgn0029992" "Upf2"
"FBti0063408" ""
"FBti0064226" ""
"FBti0060387" ""
"FBgn0034958" "CG3907"
"FBgn0053519" "Unc-89"
"FBgn0035101" "p130CAS"
"FBgn0032429" "CG5446"
"FBgn0030685" "Graf"
"FBtr0445493_df_nrg" ""
"FBgn0051365" "CG31365"
"FBgn0000615" "exu"
"FBgn0053816" "His1:CG33816"
"FBgn0027585" "CG8740"
"FBgn0043903" "dome"
"FBgn0034181" "CG8963"
"FBgn0267874" "CR46162"
"FBgn0053354" "5SrRNA:CR33354"
"FBti0060396" ""
"FBgn0265685" "lncRNA:CR44492"
"FBgn0053879" "His4:CG33879"
"FBgn0038579" "CG14313"
"FBtr0304490_df_nrg" ""
"FBgn0265201" "CG44261"
"FBgn0037788" "CAH7"
"FBgn0025740" "PlexB"
"FBgn0000463" "Dl"
"FBgn0011217" "eff"
"FBgn0030518" "CG11134"
"FBgn0038609" "Nup43"
"FBgn0039640" "CG14516"
"FBti0062608" ""
"FBgn0031729" "CG12511"
"FBti0061642" ""
"FBgn0032400" "CG6770"
"FBtr0445454_df_nrg" ""
"FBgn0266403" "lncRNA:CR45043"
"FBgn0000229" "bsk"
"FBgn0034707" "MED16"
"FBgn0053927" "CG33927"
"FBgn0261833" "lncRNA:CR42765"
"FBgn0039555" "mRpS22"
"FBgn0265669" "CG44476"
"FBgn0030932" "Ggt-1"
"FBgn0015524" "otp"
"FBti0061013" ""
"FBgn0030091" "CG7065"
"FBgn0267287" "lncRNA:CR45723"
"FBti0060297" ""
"FBgn0264358" "lncRNA:CR43810"
"FBgn0036544" "sff"
"FBti0061372" ""
"FBgn0031707" "CG14020"
"FBgn0286027" "Rnmt"
"FBgn0038585" "Non3"
"FBgn0082967" "snoRNA:Psi28S-3327a"
"FBgn0011817" "nmo"
"FBgn0267166" "lncRNA:CR45606"
"FBti0059918" ""
"FBti0020108" ""
"FBti0062037" ""
"FBgn0053056" "CG33056"
"FBti0061682" ""
"FBgn0264337" "lncRNA:CR43793"
"FBti0062448" ""
"FBgn0086691" "UK114"
"FBgn0052206" "CG32206"
"FBti0064147" ""
"FBti0063268" ""
"FBgn0001223" "Hsp22"
"FBgn0052591" "CG32591"
"FBgn0031472" "CG2983"
"FBgn0083991" "CG34155"
"FBgn0266736" "asRNA:CR45209"
"FBgn0020372" "TM4SF"
"FBti0062465" ""
"FBgn0035886" "Jon66Ci"
"FBgn0029836" "CG5928"
"FBgn0050495" "CG30495"
"FBgn0026392" "Or33a"
"FBgn0286731" "snoRNA:Or-ACA8"
"FBgn0267658" "lncRNA:CR45996"
"FBti0060394" ""
"FBgn0004647" "N"
"FBgn0051151" "wge"
"FBgn0267412" "CG45765"
"FBgn0036830" "CG14077"
"FBgn0035078" "Tpc2"
"FBgn0036887" "CG9231"
"FBti0063403" ""
"FBti0059716" ""
"FBgn0039886" "CG2003"
"FBgn0033207" "CG12826"
"FBgn0037536" "CG2698"
"FBti0062119" ""
"FBti0062876" ""
"FBgn0029800" "lin-52"
"FBgn0261801" "CG42747"
"FBgn0036273" "INPP5E"
"FBti0062413" ""
"FBgn0032856" "CG16798"
"FBgn0053701" "CR33701"
"FBtr0445464_df_nrg" ""
"FBgn0020618" "Rack1"
"FBtr0304348_df_nrg" ""
"FBgn0020640" "Lcp65Ae"
"FBgn0035001" "Slik"
"FBgn0050338" "CG30338"
"FBgn0038651" "Epg5"
"FBtr0304248_df_nrg" ""
"FBgn0262321" "mir-960"
"FBgn0263005" "CG43313"
"FBgn0027586" "CG5867"
"FBtr0304269_df_nrg" ""
"FBgn0261608" "RpL37A"
"FBgn0040967" "CG18666"
"FBti0061697" ""
"FBgn0039212" "Syx18"
"FBgn0264707" "RhoGEF3"
"FBgn0052303" "tRNA:Cys-GCA-3-1"
"FBgn0036853" "mRpL21"
"FBti0061361" ""
"FBgn0265101" "Sgt1"
"FBgn0028658" "Adat1"
"FBgn0032483" "CG15482"
"FBgn0040780" "Atg10"
"FBgn0051216" "Naam"
"FBgn0039659" "CG14506"
"FBgn0052073" "CG32073"
"FBti0019507" ""
"FBgn0014850" "Eig71Ej"
"FBgn0000442" "Pkg21D"
"FBgn0038200" "CG9920"
"FBti0019820" ""
"FBgn0030260" "CG1537"
"FBgn0040694" "CG14974"
"FBtr0445446_df_nrg" ""
"FBgn0036996" "mag"
"FBgn0033463" "CG1513"
"FBgn0011760" "ctp"
"FBgn0036482" "CG13457"
"FBgn0262249" "mir-958"
"FBgn0031940" "CG7214"
"FBti0020310" ""
"FBgn0030191" "CG15306"
"FBgn0051279" "CG31279"
"FBgn0044812" "TotC"
"FBgn0038583" "CG7183"
"FBgn0029922" "CG14431"
"FBgn0003459" "stwl"
"FBgn0262532" "CR43086"
"FBti0061669" ""
"FBgn0030788" "Sap30"
"FBti0063048" ""
"FBti0062429" ""
"FBgn0286939" "CG46433"
"FBgn0266795" "asRNA:CR45257"
"FBti0063969" ""
"FBti0019974" ""
"FBgn0267061" "lncRNA:CR45505"
"FBgn0262451" "mir-ban"
"FBgn0035009" "CG16837"
"FBgn0001986" "Mtr4"
"FBti0060591" ""
"FBti0020452" ""
"FBgn0039335" "Vps33B"
"FBgn0023215" "Mnt"
"FBgn0039757" "RpS7"
"FBgn0039241" "CG11089"
"FBti0064188" ""
"FBgn0029711" "Usf"
"FBti0018942" ""
"FBti0018881" ""
"FBti0019467" ""
"FBgn0024432" "Dlc90F"
"FBgn0029848" "Btnd"
"FBtr0304289_df_nrg" ""
"FBgn0051637" "CG31637"
"FBgn0039010" "CG4907"
"FBgn0263251" "vnc"
"FBti0062822" ""
"FBti0060844" ""
"FBgn0036116" "CG7888"
"FBti0061260" ""
"FBtr0304374_df_nrg" ""
"FBti0060011" ""
"FBgn0267074" "asRNA:CR45518"
"FBgn0052706" "CG32706"
"FBgn0040571" "CG17193"
"FBti0060527" ""
"FBti0062390" ""
"FBgn0015331" "abs"
"FBti0019076" ""
"FBgn0267284" "lncRNA:CR45720"
"FBgn0032343" "CG6201"
"FBti0019176" ""
"FBgn0083006" "snoRNA:Psi28S-1153"
"FBti0062470" ""
"FBgn0037482" "CG10055"
"FBgn0010109" "dpn"
"FBgn0267513" "28SrRNA-Psi:CR45853"
"FBgn0038948" "PSR"
"FBgn0031885" "Mnn1"
"FBgn0053823" "His2A:CG33823"
"FBti0064197" ""
"FBgn0033582" "CG9084"
"FBgn0035782" "CG14835"
"FBgn0263081" "CG43349"
"FBgn0028916" "CG33090"
"FBgn0039159" "mRpS24"
"FBgn0050196" "CG30196"
"FBgn0260452" "CG13984"
"FBgn0265150" "lncRNA:CR44219"
"FBgn0020497" "emb"
"FBgn0034317" "CG14499"
"FBgn0259729" "CG42383"
"FBgn0266804" "lncRNA:CR45266"
"FBgn0058053" "lncRNA:CR40053"
"FBgn0032117" "FucTB"
"FBgn0032314" "CG7309"
"FBgn0045469" "Gr93c"
"FBgn0035906" "GstO2"
"FBgn0026777" "Rad23"
"FBgn0263513" "mir-4953"
"FBgn0038000" "Rsbp15"
"FBgn0262563" "CG43103"
"FBti0061120" ""
"FBgn0053886" "His2B:CG33886"
"FBti0060036" ""
"FBti0062059" ""
"FBgn0286042" "sisRNA:CR46364"
"FBgn0038425" "CG14881"
"FBgn0040031" "CG12061"
"FBgn0040232" "cmet"
"FBti0061063" ""
"FBgn0036438" "goddard"
"FBgn0035028" "Start1"
"FBti0060678" ""
"FBgn0051559" "CG31559"
"FBgn0260455" "CG10332"
"FBgn0039045" "CG17119"
"FBgn0259110" "mmd"
"FBgn0002926" "ndl"
"FBgn0267591" "asRNA:CR45929"
"FBti0061319" ""
"FBti0060780" ""
"FBgn0036877" "CG9452"
"FBgn0032867" "CG15475"
"FBgn0027607" "CG8230"
"FBgn0032368" "spag4"
"FBgn0035065" "CG3589"
"FBti0019928" ""
"FBgn0030103" "Obp8a"
"FBti0059737" ""
"FBti0019598" ""
"FBti0061255" ""
"FBgn0267175" "lncRNA:CR45615"
"FBgn0039749" "CG11498"
"FBgn0023197" "Jon74E"
"FBgn0264810" "Pburs"
"FBgn0030065" "CG12075"
"FBgn0034602" "Lapsyn"
"FBgn0043865" "SA-2"
"FBtr0304526_df_nrg" ""
"RR51001_transposable_element" ""
"FBgn0265632" "CG44439"
"FBti0060298" ""
"FBgn0266254" "lncRNA:CR44949"
"FBgn0028370" "kek3"
"FBgn0003023" "otu"
"FBti0020290" ""
"FBgn0031764" "CG9107"
"FBti0064211" ""
"FBti0063080" ""
"FBgn0266959" "lncRNA:CR45410"
"FBti0063710" ""
"FBgn0267460" "lncRNA:CR45810"
"FBgn0053814" "His2A:CG33814"
"FBgn0032705" "Grip71"
"FBgn0263627" "asRNA:CR43636"
"FBgn0266381" "lncRNA:CR45023"
"FBgn0027616" "Ythdc1"
"FBgn0051380" "CG31380"
"RR43316_transposable_element" ""
"FBgn0263108" "BtbVII"
"FBgn0032214" "CG4968"
"FBgn0040532" "CG8369"
"FBgn0038893" "Archease"
"FBgn0011584" "Trp1"
"FBgn0019890" "Smg5"
"FBgn0030954" "CCKLR-17D3"
"FBgn0022349" "CG1910"
"FBti0062375" ""
"FBti0062152" ""
"FBtr0445487_df_nrg" ""
"FBgn0039677" "ppk30"
"FBti0019474" ""
"FBgn0031266" "Sf3b1"
"FBgn0032449" "CG17036"
"FBgn0027556" "CG4928"
"FBgn0064227" "Rdh"
"FBgn0261549" "rdgA"
"FBgn0260464" "CG9288"
"FBgn0030390" "CG15731"
"FBgn0053910" "His2B:CG33910"
"FBgn0030222" "CG9806"
"FBgn0011966" "tRNA:Arg-TCG-2-3"
"FBgn0051741" "CG31741"
"FBgn0085396" "CG34367"
"FBti0060661" ""
"FBti0019670" ""
"FBgn0038325" "Atg4b"
"FBgn0038304" "CG12241"
"FBgn0264605" "CG43954"
"FBgn0031106" "Syx16"
"FBgn0030794" "CG13005"
"FBgn0265156" "lncRNA:CR44225"
"FBti0020379" ""
"FBgn0029868" "ND-B16.6"
"FBgn0038532" "CG14322"
"FBgn0265670" "CG44477"
"FBgn0037939" "CG14718"
"FBti0060443" ""
"FBti0060975" ""
"FBgn0263615" "lncRNA:CR43624"
"FBgn0053855" "His1:CG33855"
"FBgn0012004" "tRNA:Val-CAC-2-6"
"FBti0061242" ""
"FBgn0039855" "CG1638"
"FBgn0266899" "lncRNA:CR45359"
"FBgn0037291" "CG14662"
"FBgn0013981" "His4r"
"FBti0019050" ""
"FBgn0050151" "CG30151"
"FBgn0029681" "CG15239"
"FBgn0003062" "Fib"
"FBgn0035591" "CG4611"
"FBgn0000097" "aop"
"FBgn0029532" "CG13361"
"FBti0019853" ""
"FBti0060080" ""
"FBgn0263593" "Lpin"
"FBti0019722" ""
"FBgn0002838" "ms(3)K81"
"FBgn0040362" "CG11379"
"FBgn0051121" "CG31121"
"FBgn0035688" "fmt"
"FBgn0031634" "Ir25a"
"FBgn0040842" "CG15212"
"FBtr0304181_df_nrg" ""
"FBgn0020445" "E23"
"FBgn0263629" "mir-3643"
"FBti0064223" ""
"FBti0062882" ""
"FBti0060989" ""
"FBgn0287214" "lncRNA:CR46444"
"FBgn0262301" "mir-979"
"FBgn0263077" "CG43340"
"FBti0060810" ""
"FBgn0029587" "CG14797"
"FBti0063181" ""
"FBgn0266442" "CG45072"
"FBgn0264886" "lncRNA:CR44077"
"FBgn0265635" "lncRNA:CR44442"
"FBgn0060292" "snoRNA:U49:66Da"
"FBgn0259961" "CG42471"
"FBtr0304326_df_nrg" ""
"FBgn0265944" "lncRNA:CR44731"
"FBti0062922" ""
"FBti0061106" ""
"FBgn0264547" "asRNA:CR43926"
"FBgn0037687" "CG8132"
"FBti0062363" ""
"FBgn0050354" "UQCR-11L"
"FBgn0030136" "RpS28b"
"FBgn0039478" "Nep5"
"FBgn0265796" "lncRNA:CR44585"
"FBti0060137" ""
"FBgn0030883" "CG7772"
"FBgn0010300" "brat"
"FBgn0260237" "BBIP1"
"FBgn0030018" "slpr"
"FBgn0267923" "lncRNA:CR46204"
"FBgn0053269" "CG33269"
"FBgn0085191" "CG34162"
"FBgn0013759" "CASK"
"FBti0019185" ""
"FBgn0033698" "CG8858"
"FBgn0035541" "CG15019"
"FBgn0033136" "Tsp42Eo"
"FBgn0036886" "CG9300"
"FBgn0034110" "Atg9"
"FBgn0050394" "CG30394"
"FBgn0262528" "CG43082"
"FBgn0030951" "CG6873"
"FBgn0030777" "CG9672"
"FBgn0011770" "Gip"
"FBgn0052225" "CG32225"
"FBgn0038889" "Fancm"
"FBti0060336" ""
"FBgn0036676" "CG13028"
"FBgn0038700" "CG3734"
"FBgn0083960" "CG34124"
"FBgn0035453" "CG10357"
"FBgn0033982" "Cyp317a1"
"FBti0060936" ""
"FBgn0265747" "lncRNA:CR44554"
"FBti0019334" ""
"FBti0019128" ""
"FBgn0265956" "lncRNA:CR44743"
"FBgn0043470" "lambdaTry"
"FBgn0266809" "asRNA:CR45271"
"FBgn0026754" "Ugt37C1"
"FBgn0024555" "flfl"
"FBti0020014" ""
"FBgn0265541" "CR44391"
"FBgn0261278" "grp"
"FBti0060658" ""
"FBti0020183" ""
"FBgn0034717" "CG5819"
"FBgn0085407" "Pvf3"
"FBti0060143" ""
"FBgn0030999" "Mur18B"
"FBti0059684" ""
"FBgn0259926" "CG42449"
"FBgn0021760" "chb"
"FBti0020301" ""
"FBgn0037320" "CG14668"
"FBgn0085265" "CG34236"
"FBgn0022786" "Hira"
"FBti0063229" ""
"RR48321_transposable_element" ""
"FBgn0050169" "Brca2"
"FBgn0261641" "CG42724"
"FBgn0013697" "mt:tRNA:Lys-CTT"
"FBti0064269" ""
"FBgn0010198" "RpS15Aa"
"FBgn0267885" "CR46173"
"FBgn0027843" "CAH2"
"FBti0059959" ""
"FBgn0267293" "lncRNA:CR45729"
"FBgn0032863" "Cdc23"
"FBgn0039737" "CG7920"
"FBgn0085377" "CG34348"
"FBgn0052679" "CG32679"
"FBti0018902" ""
"FBti0063468" ""
"FBti0063972" ""
"FBgn0029858" "mldr"
"FBgn0030944" "CG6617"
"FBgn0086605" "CG9853"
"FBti0019288" ""
"FBgn0031763" "CG13996"
"FBti0063214" ""
"FBgn0028583" "lcs"
"FBgn0053897" "His4:CG33897"
"FBgn0265711" "lncRNA:CR44518"
"FBti0019508" ""
"FBti0063392" ""
"FBgn0259163" "CG42268"
"FBgn0265984" "lncRNA:CR44763"
"FBti0061743" ""
"FBgn0030417" "CG15725"
"RR48333_transposable_element" ""
"FBti0060343" ""
"FBgn0030057" "Ppt1"
"FBgn0034590" "Magi"
"FBtr0304297_df_nrg" ""
"FBti0064163" ""
"FBgn0022787" "Hel89B"
"FBgn0266709" "Zmynd10"
"FBgn0029521" "Or1a"
"FBti0061993" ""
"FBti0060371" ""
"FBti0063502" ""
"FBgn0021967" "ND-PDSW"
"FBgn0032074" "Tsp29Fa"
"FBgn0260006" "drd"
"FBgn0037017" "CG4074"
"FBgn0267946" "lncRNA:CR46226"
"FBgn0025832" "Fen1"
"FBgn0039564" "Nep7"
"FBti0062525" ""
"FBgn0004875" "enc"
"FBtr0309650_df_nrg" ""
"FBgn0284416" "lncRNA:TS9"
"FBgn0266084" "Fhos"
"FBgn0027610" "Dic1"
"FBti0020287" ""
"FBgn0038388" "CG4287"
"FBgn0030041" "CG12116"
"FBti0063007" ""
"FBti0061045" ""
"FBgn0287217" "CR46447"
"FBgn0025525" "bab2"
"FBgn0034835" "CG3092"
"FBgn0263581" "lncRNA:CR43606"
"FBgn0040153" "l(1)G0469"
"FBgn0033061" "SmydA-5"
"FBgn0031661" "Gmd"
"FBti0061952" ""
"FBti0062633" ""
"FBtr0309662_df_nrg" ""
"FBti0018871" ""
"FBgn0265637" "lncRNA:CR44444"
"FBgn0053379" "5SrRNA:CR33379"
"FBgn0266053" "Patr-1"
"FBti0062456" ""
"FBgn0286070" "cnk"
"FBgn0265497" "lncRNA:CR44366"
"FBgn0033919" "CG8547"
"FBgn0052190" "NUCB1"
"FBti0064063" ""
"FBti0060705" ""
"FBgn0033395" "Cyp4p2"
"FBgn0051720" "mthl15"
"FBgn0033058" "CCHa2-R"
"FBgn0038653" "Octalpha2R"
"FBgn0263661" "lncRNA:CR43652"
"FBgn0027348" "bgm"
"FBgn0263849" "CG43710"
"FBgn0043796" "CG12219"
"FBti0059956" ""
"FBti0061005" ""
"FBgn0015400" "kek2"
"FBgn0037973" "CG18547"
"FBti0062975" ""
"FBti0019439" ""
"FBgn0026064" "KP78a"
"FBti0020213" ""
"FBgn0032032" "CG17294"
"FBgn0038479" "CG17477"
"FBgn0264840" "lncRNA:CR44048"
"FBgn0003300" "run"
"FBgn0038084" "beat-Vc"
"FBti0059640" ""
"FBgn0045478" "Gr64b"
"FBgn0039756" "CG9743"
"FBgn0036627" "Gagr"
"FBgn0014343" "mirr"
"FBgn0285948" "RpL27A"
"FBgn0051896" "tRNA:Asp-GTC-1-2"
"FBti0062613" ""
"FBti0019197" ""
"FBti0019066" ""
"FBgn0025632" "CG4313"
"FBgn0035829" "HP4"
"FBgn0045827" "CG13245"
"FBti0061410" ""
"FBgn0261800" "LanB1"
"FBti0061837" ""
"FBti0020082" ""
"FBgn0030297" "Gr10b"
"FBgn0034963" "Not11"
"FBti0020099" ""
"FBgn0266954" "lncRNA:CR45405"
"FBgn0051633" "CG31633"
"FBgn0033347" "CG8248"
"FBti0063447" ""
"FBti0061870" ""
"FBgn0033236" "CG14764"
"FBgn0010352" "Nc73EF"
"FBti0060549" ""
"FBgn0032725" "Nedd8"
"FBti0063615" ""
"FBgn0000996" "dup"
"FBgn0020545" "kraken"
"FBgn0035608" "blanks"
"FBgn0011880" "tRNA:Ile-AAT-1-1"
"FBgn0265903" "lncRNA:CR44692"
"FBti0059939" ""
"FBti0060377" ""
"FBgn0033995" "GPHR"
"FBgn0031550" "IFT57"
"FBgn0053337" "CG33337"
"FBgn0262656" "Myc"
"FBti0061957" ""
"FBgn0029719" "CG15473"
"FBgn0086371" "poly"
"FBgn0052793" "CG32793"
"FBgn0261991" "CG42809"
"FBti0063419" ""
"FBgn0000629" "E(z)"
"FBti0062650" ""
"FBgn0024321" "NK7.1"
"FBgn0031844" "CG13771"
"FBti0061685" ""
"FBgn0266618" "lncRNA:CR45125"
"FBgn0263382" "lncRNA:CR43434"
"FBgn0260243" "E(var)3-9"
"FBti0061821" ""
"FBgn0262017" "CG42830"
"FBgn0051635" "CG31635"
"FBgn0031375" "erm"
"FBgn0050229" "tRNA:Leu-AAG-1-4"
"FBgn0263851" "snoRNA:CD-24"
"FBti0063537" ""
"FBgn0267745" "lncRNA:CR46076"
"FBti0060196" ""
"FBgn0266774" "lncRNA:CR45239"
"FBgn0031778" "lncRNA:CR9162"
"FBgn0039850" "CG11333"
"FBgn0259740" "CG42394"
"FBti0060397" ""
"FBgn0035600" "Cyt-c1"
"FBti0061844" ""
"FBgn0051713" "Apf"
"FBgn0265199" "CG44259"
"FBgn0030239" "CG17333"
"FBgn0039227" "polybromo"
"FBgn0050098" "CG30098"
"FBgn0040688" "CG12483"
"FBgn0029905" "Nf-YC"
"FBgn0031146" "CG15449"
"FBgn0032448" "CG5781"
"FBgn0083024" "snoRNA:Psi18S-640c"
"FBti0060029" ""
"FBgn0038558" "CG12347"
"FBgn0038665" "euc"
"FBgn0030791" "CG9132"
"FBgn0259965" "Sfp35C"
"FBgn0038312" "Zip88E"
"FBgn0029747" "CG5062"
"FBgn0030449" "Fer3HCH"
"FBti0019126" ""
"FBgn0036085" "CG6527"
"FBti0062868" ""
"FBti0064204" ""
"FBgn0029965" "Ir7b"
"FBgn0264568" "lncRNA:CR43940"
"FBgn0265444" "lncRNA:CR44344"
"FBgn0035622" "TM9SF3"
"FBgn0284252" "Letm1"
"FBgn0032269" "w-cup"
"FBgn0263628" "asRNA:CR43637"
"FBgn0036479" "CG13458"
"FBti0064124" ""
"FBgn0028408" "Drep2"
"FBti0063452" ""
"FBti0062903" ""
"FBgn0053233" "CG33233"
"FBgn0040283" "SMC1"
"FBgn0040871" "CG12479"
"FBgn0015222" "Fer1HCH"
"FBgn0052631" "CG32631"
"FBgn0051639" "CG31639"
"FBgn0034705" "CG11170"
"FBti0063922" ""
"FBgn0036951" "CG7017"
"FBti0060403" ""
"FBgn0266570" "NO66"
"FBgn0034198" "CG11400"
"FBti0061250" ""
"FBti0062709" ""
"FBgn0029952" "CG12689"
"FBgn0013347" "TfIIA-S"
"FBgn0034308" "Naus"
"FBgn0035134" "CG1231"
"FBgn0053687" "CG33687"
"FBgn0034766" "Obp59a"
"FBti0061159" ""
"FBgn0262516" "Trpml"
"FBgn0031257" "CG4133"
"FBgn0033467" "Pdrg1"
"FBgn0266747" "lncRNA:CR45220"
"FBgn0264352" "lncRNA:CR43808"
"FBti0061184" ""
"FBgn0263601" "mib1"
"FBti0061295" ""
"FBgn0085461" "CG34432"
"FBgn0264897" "CG44088"
"FBgn0030331" "CG15221"
"FBgn0265819" "lncRNA:CR44608"
"FBgn0036872" "CG12519"
"FBgn0085231" "CG34202"
"FBgn0016697" "Prosalpha5"
"FBti0060058" ""
"FBgn0016059" "Sema1b"
"FBgn0044049" "Ilp4"
"FBgn0030452" "MFS10"
"FBgn0032057" "CG9287"
"FBgn0032972" "CG10834"
"FBgn0004926" "eIF2beta"
"FBgn0250843" "Prosalpha6"
"FBgn0051383" "tRNA:Leu-TAG-1-1"
"FBgn0085192" "CG34163"
"FBti0019596" ""
"FBti0018892" ""
"FBgn0259741" "CG42395"
"FBti0062014" ""
"FBgn0085212" "CG34183"
"FBgn0053169" "CG33169"
"FBgn0051973" "Cda5"
"FBgn0004914" "Hnf4"
"FBgn0051861" "CG31861"
"FBti0062587" ""
"FBti0063443" ""
"FBgn0033984" "Lap1"
"FBgn0038079" "NijC"
"FBgn0032110" "CG3748"
"FBgn0037520" "CG18268"
"FBgn0024973" "CG2701"
"FBgn0263341" "lncRNA:CR43422"
"FBgn0259964" "Sfp33A3"
"FBgn0000355" "Cp15"
"FBgn0003716" "tkv"
"FBgn0037021" "CG11399"
"FBgn0031449" "CG31689"
"FBgn0027505" "Rab3-GAP"
"FBti0062055" ""
"FBti0061334" ""
"FBti0064119" ""
"FBgn0036751" "Adgf-B"
"FBti0019064" ""
"FBgn0267862" "CR46150"
"FBgn0020377" "Sr-CII"
"FBgn0035103" "Vdup1"
"FBgn0266315" "lncRNA:CR44980"
"FBgn0036695" "Papst2"
"FBgn0033449" "CG1663"
"FBgn0037263" "slx1"
"FBgn0053236" "Ste:CG33236"
"FBgn0085330" "CG34301"
"FBgn0029818" "GAA1"
"FBgn0267893" "CR46181"
"FBgn0051229" "CG31229"
"FBti0062158" ""
"FBgn0050381" "PIG-X"
"FBti0019426" ""
"FBgn0266028" "asRNA:CR44793"
"FBgn0035043" "CG4781"
"FBti0059976" ""
"FBgn0030247" "CG15208"
"FBgn0038803" "CG5191"
"FBgn0260451" "CG14042"
"FBgn0034867" "CG13557"
"FBgn0030178" "Naxe"
"FBgn0052636" "lncRNA:CR32636"
"FBgn0002909" "mus312"
"FBgn0031406" "Send1"
"FBtr0304346_df_nrg" ""
"FBgn0034605" "Ugt49C1"
"FBgn0035280" "Cpr62Bb"
"FBgn0037067" "Cpr78Ca"
"FBgn0027101" "Dyrk3"
"FBgn0086444" "l(2)37Cb"
"FBgn0000356" "Cp16"
"FBti0062307" ""
"FBgn0263764" "lncRNA:CR43681"
"FBgn0266980" "lncRNA:CR45431"
"FBgn0265932" "lncRNA:CR44721"
"FBgn0028668" "Vha16-2"
